        Time         x1          y1          z1          x2          y2          z2          x3          y3          z3          x4          y4          z4          x5          y5          z5          x6          y6          z6          x7          y7          z7          x8          y8          z8          x9          y9          z9         x10         y10         z10         x11         y11         z11         x12         y12         z12         x13         y13         z13         x14         y14         z14         x15         y15         z15         x16         y16         z16         x17         y17         z17         x18         y18         z18         x19         y19         z19         x20         y20         z20         x21         y21         z21         x22         y22         z22         x23         y23         z23         x24         y24         z24         x25         y25         z25         x26         y26         z26         x27         y27         z27         x28         y28         z28         x29         y29         z29         x30         y30         z30         x31         y31         z31         x32         y32         z32         x33         y33         z33         x34         y34         z34         x35         y35         z35         x36         y36         z36         x37         y37         z37         x38         y38         z38         x39         y39         z39         x40         y40         z40         x41         y41         z41         x42         y42         z42         x43         y43         z43         x44         y44         z44         x45         y45         z45         x46         y46         z46         x47         y47         z47         x48         y48         z48         x49         y49         z49         x50         y50         z50 
        1.20 -1.6934E-01  4.9720E-03 -8.3962E-01  1.7933E-01  4.1555E-01 -4.4585E-01  5.9396E-01  2.6795E-02  1.7081E-02 -2.1969E-01 -5.7724E-01 -3.4372E-01 -5.8867E-01  5.8554E-01 -1.2025E+00 -6.4283E-01 -1.3559E-01 -5.1330E-01  1.0084E+00  5.0155E-01  5.5162E-02 -1.8252E-01 -1.2061E+00  1.5633E-01  5.6247E-01  3.4370E-01  1.0327E-01  3.9691E-01  1.8091E-01 -5.1510E-01 -6.6252E-01 -3.4857E-01 -4.9248E-01  1.4416E+00 -2.4855E-01 -1.6922E+00 -4.1507E-01 -9.1746E-01 -5.5083E-01  7.9686E-01  1.9136E-01  3.5700E-01 -7.6833E-01 -5.3498E-02 -4.2031E-01 -1.2123E+00 -5.9487E-01 -2.0521E-02  2.7078E-02 -1.4824E-01 -3.4539E-01  1.4078E-01 -1.0475E+00  4.2414E-01  6.0877E-02 -6.3171E-01 -3.3861E-01  9.0761E-01  1.8646E-01  6.1177E-02 -9.2150E-01  1.9988E-01  1.0377E+00 -6.3439E-01  8.0090E-01 -4.5843E-01  1.1962E-02 -1.1999E+00  2.2183E-01  1.8257E-02 -1.0591E-01 -1.0420E-01 -1.0765E+00 -5.2086E-01 -1.3959E-01  5.0575E-01 -8.7165E-01  4.5571E-01  7.8654E-01  2.8961E-01 -5.8589E-01  1.9987E-01 -4.9448E-01  9.5402E-02 -4.2834E-01 -9.1508E-01 -5.9589E-01 -6.3678E-01 -1.3051E+00 -3.1840E-01 -1.3566E-01 -2.3480E-01 -2.9908E-01  5.9815E-01 -1.2777E-01 -9.8324E-02 -3.3780E-01 -6.3384E-01 -1.2413E-01  1.3064E+00 -8.1680E-01 -6.9229E-01 -1.1616E+00  5.2000E-01 -1.1042E+00  7.0434E-02 -1.1347E+00 -5.3797E-01  7.7500E-01  3.0872E-01 -2.2132E-01  1.5407E-01 -4.8354E-01 -1.1303E+00 -5.1184E-01  4.8445E-01 -5.6551E-01  8.5362E-01 -7.5250E-03 -3.3098E-01  1.3002E-01 -2.0343E-01 -3.1251E-01 -7.1609E-02  9.3566E-01 -4.5091E-01  9.7158E-02 -1.2187E+00 -9.8168E-01 -6.3021E-02  2.1380E-03 -9.9795E-01 -7.9058E-02 -1.1318E+00  1.6654E-01 -1.1747E+00 -6.3375E-01  2.0665E-02  1.3966E+00  3.3306E-01 -7.6986E-01  5.7008E-01  3.1803E-01 -3.3884E-01 -4.7936E-01 -8.0079E-01 -3.9988E-01 -6.5948E-01  3.5911E-03 -8.2129E-01
        1.31 -1.5591E-01  2.8806E-02 -8.7405E-01  2.4097E-01  5.0164E-01 -4.4642E-01  5.8313E-01 -1.3422E-02  3.4914E-02 -1.7557E-01 -5.2030E-01 -4.5677E-01 -5.6978E-01  5.6402E-01 -1.2174E+00 -7.4401E-01 -4.0174E-02 -4.6756E-01  9.9764E-01  5.2690E-01  6.5486E-02 -1.5654E-01 -1.3266E+00  1.4934E-01  5.9583E-01  3.0258E-01  1.9278E-01  3.9241E-01  1.2187E-01 -5.0718E-01 -7.7446E-01 -4.0621E-01 -4.7284E-01  1.4808E+00 -2.3483E-01 -1.7389E+00 -4.6922E-01 -1.0146E+00 -5.0635E-01  7.9232E-01  2.7457E-01  3.6039E-01 -7.2332E-01 -2.2942E-02 -4.3272E-01 -1.1943E+00 -5.2549E-01  3.5301E-02  1.3894E-01 -2.4764E-01 -2.9248E-01  1.1900E-01 -1.1958E+00  4.9640E-01 -7.1624E-03 -6.3077E-01 -3.0665E-01  9.7587E-01  1.3196E-01  1.4319E-01 -9.3348E-01  2.4799E-01  1.0811E+00 -6.5366E-01  7.9518E-01 -4.0121E-01 -2.7059E-02 -1.1701E+00  2.4536E-01 -6.9731E-02 -8.0617E-02 -2.9328E-02 -1.1188E+00 -5.2824E-01 -2.2627E-01  5.7813E-01 -9.3022E-01  5.0192E-01  8.4236E-01  2.2814E-01 -5.5656E-01  1.9835E-01 -5.7763E-01  1.1632E-01 -4.2410E-01 -8.7752E-01 -6.1325E-01 -6.9414E-01 -1.2939E+00 -3.9250E-01 -9.2222E-02 -2.2406E-01 -2.4410E-01  6.0726E-01 -1.0541E-01 -8.6420E-02 -3.7740E-01 -6.3180E-01 -1.3863E-01  1.3713E+00 -9.0436E-01 -6.8278E-01 -1.2500E+00  5.1033E-01 -1.1678E+00  1.4763E-01 -1.1480E+00 -4.9254E-01  7.7937E-01  4.3627E-01 -2.1454E-01  1.9094E-01 -4.8232E-01 -1.1176E+00 -4.5924E-01  4.5275E-01 -5.8128E-01  8.6453E-01  4.2633E-02 -2.6641E-01  1.3215E-01 -3.0757E-01 -2.4695E-01 -5.9156E-02  9.5098E-01 -4.6429E-01  1.8886E-01 -1.2213E+00 -1.0022E+00 -1.8361E-01  4.5751E-02 -1.0222E+00  5.3891E-03 -1.1106E+00  1.8157E-01 -1.2060E+00 -6.2992E-01  8.6413E-02  1.4217E+00  3.7492E-01 -7.4935E-01  5.2568E-01  4.6332E-01 -2.6637E-01 -5.6692E-01 -7.7717E-01 -4.9048E-01 -7.6200E-01  6.0800E-02 -8.0263E-01
        1.42 -1.4306E-01  5.0890E-02 -9.0594E-01  3.0350E-01  5.8059E-01 -4.4511E-01  5.7229E-01 -5.9922E-02  3.7528E-02 -1.3027E-01 -4.6472E-01 -5.6144E-01 -5.4997E-01  5.3949E-01 -1.2280E+00 -7.9233E-01  7.4391E-02 -3.6957E-01  9.8103E-01  5.4625E-01  7.2221E-02 -1.2747E-01 -1.4377E+00  1.4062E-01  6.2983E-01  2.5453E-01  2.7476E-01  3.8636E-01  5.9846E-02 -4.9368E-01 -8.8107E-01 -4.6446E-01 -4.4989E-01  1.5184E+00 -2.2101E-01 -1.7838E+00 -5.2405E-01 -1.0975E+00 -4.6112E-01  7.8528E-01  3.5427E-01  3.5533E-01 -6.8158E-01  5.7402E-04 -4.5402E-01 -1.1696E+00 -4.6482E-01  8.8604E-02  2.4326E-01 -3.6410E-01 -2.2358E-01  9.4705E-02 -1.3403E+00  5.6181E-01 -8.0389E-02 -6.2375E-01 -2.7325E-01  1.0357E+00  7.6766E-02  2.1950E-01 -9.4417E-01  2.9508E-01  1.1219E+00 -6.6982E-01  7.8428E-01 -3.4495E-01 -6.3946E-02 -1.1256E+00  2.5245E-01 -1.5483E-01 -6.1453E-02  3.7678E-02 -1.1568E+00 -5.3572E-01 -3.0744E-01  6.4699E-01 -9.8614E-01  5.4414E-01  8.9202E-01  1.6363E-01 -5.1969E-01  1.9320E-01 -6.5730E-01  1.3043E-01 -4.2789E-01 -8.4705E-01 -6.0305E-01 -7.4634E-01 -1.2734E+00 -4.6702E-01 -4.1050E-02 -2.1610E-01 -1.8742E-01  6.0881E-01 -6.8106E-02 -5.9327E-02 -4.1379E-01 -6.2849E-01 -1.5963E-01  1.4332E+00 -9.9014E-01 -6.7243E-01 -1.3356E+00  4.9885E-01 -1.2292E+00  2.2068E-01 -1.1552E+00 -4.4534E-01  7.7865E-01  5.5646E-01 -2.0720E-01  2.2570E-01 -4.7973E-01 -1.0991E+00 -4.0546E-01  4.1700E-01 -5.9532E-01  8.6602E-01  9.3669E-02 -1.9822E-01  1.3330E-01 -3.8286E-01 -2.0151E-01 -4.7170E-02  9.6097E-01 -4.7726E-01  2.7854E-01 -1.2201E+00 -1.0190E+00 -3.0260E-01  8.6484E-02 -1.0307E+00  8.4001E-02 -1.0941E+00  2.0158E-01 -1.2310E+00 -5.9059E-01  1.2832E-01  1.4430E+00  4.1542E-01 -7.2708E-01  4.8325E-01  6.0009E-01 -1.9341E-01 -6.4598E-01 -7.5738E-01 -5.7924E-01 -8.6016E-01  1.1571E-01 -7.7788E-01
        1.53 -1.3206E-01  7.1432E-02 -9.3359E-01  3.6600E-01  6.5405E-01 -4.4115E-01  5.6929E-01 -1.0232E-01  1.1807E-02 -8.5457E-02 -4.0965E-01 -6.5816E-01 -5.2916E-01  5.1195E-01 -1.2343E+00 -8.1340E-01  1.7740E-01 -2.7889E-01  9.5875E-01  5.6051E-01  7.5217E-02 -9.7974E-02 -1.5418E+00  1.3017E-01  6.6415E-01  2.0226E-01  3.4931E-01  3.7847E-01 -4.8449E-03 -4.7502E-01 -9.8393E-01 -5.2454E-01 -4.2391E-01  1.5545E+00 -2.0711E-01 -1.8272E+00 -5.8052E-01 -1.1732E+00 -4.1550E-01  7.7609E-01  4.3013E-01  3.4312E-01 -6.4006E-01  2.2578E-02 -4.7462E-01 -1.1425E+00 -4.1012E-01  1.3846E-01  3.3125E-01 -4.8291E-01 -1.4930E-01  6.9099E-02 -1.4807E+00  6.2216E-01 -1.5681E-01 -6.1194E-01 -2.3851E-01  1.0883E+00  2.1606E-02  2.9063E-01 -9.5366E-01  3.4115E-01  1.1602E+00 -6.8315E-01  7.6866E-01 -2.8971E-01 -9.4280E-02 -1.0748E+00  2.5180E-01 -2.3734E-01 -4.7099E-02  9.8312E-02 -1.1876E+00 -5.4224E-01 -3.8648E-01  7.1263E-01 -1.0396E+00  5.8283E-01  9.3556E-01  9.7452E-02 -4.7603E-01  1.8462E-01 -7.3353E-01  1.3831E-01 -4.3900E-01 -8.1412E-01 -5.8350E-01 -7.9071E-01 -1.2430E+00 -5.4023E-01  1.3019E-02 -2.1246E-01 -1.3015E-01  5.8767E-01 -3.6951E-02  9.3463E-03 -4.4624E-01 -6.2389E-01 -1.8550E-01  1.4923E+00 -1.0743E+00 -6.6134E-01 -1.4185E+00  4.8576E-01 -1.2884E+00  2.9000E-01 -1.1569E+00 -3.9653E-01  7.7422E-01  6.7041E-01 -1.9860E-01  2.5826E-01 -4.7584E-01 -1.0752E+00 -3.5090E-01  3.7666E-01 -6.0749E-01  8.5865E-01  1.4330E-01 -1.2764E-01  1.4906E-01 -4.5017E-01 -1.6267E-01 -3.5462E-02  9.6581E-01 -4.8959E-01  3.6622E-01 -1.2154E+00 -1.0327E+00 -4.1702E-01  1.2463E-01 -1.0292E+00  1.5560E-01 -1.0741E+00  2.2025E-01 -1.2418E+00 -5.3003E-01  1.5904E-01  1.4607E+00  4.5460E-01 -7.0321E-01  4.4263E-01  7.3013E-01 -1.2151E-01 -7.1910E-01 -7.3821E-01 -6.6249E-01 -9.5339E-01  1.6804E-01 -7.4825E-01
        1.64 -1.2250E-01  9.0315E-02 -9.5594E-01  4.2781E-01  7.2319E-01 -4.3433E-01  5.7467E-01 -1.0543E-01 -1.9984E-02 -4.1659E-02 -3.5413E-01 -7.4896E-01 -5.0731E-01  4.8133E-01 -1.2363E+00 -8.2815E-01  2.7517E-01 -1.9246E-01  9.3104E-01  5.7038E-01  7.4757E-02 -6.8698E-02 -1.6402E+00  1.1820E-01  6.9748E-01  1.4740E-01  4.1598E-01  3.6857E-01 -7.1768E-02 -4.5147E-01 -1.0891E+00 -5.8549E-01 -3.9650E-01  1.5892E+00 -1.9317E-01 -1.8690E+00 -6.3922E-01 -1.2430E+00 -3.7175E-01  7.6526E-01  5.0234E-01  3.2448E-01 -5.9592E-01  4.2524E-02 -4.9440E-01 -1.1146E+00 -3.6009E-01  1.8475E-01  4.0980E-01 -5.9785E-01 -7.4308E-02  4.2810E-02 -1.6176E+00  6.7881E-01 -2.3732E-01 -5.9739E-01 -2.0277E-01  1.1347E+00 -3.3217E-02  3.5731E-01 -9.6201E-01  3.8620E-01  1.1960E+00 -6.9391E-01  7.4855E-01 -2.3554E-01 -1.2113E-01 -1.0192E+00  2.4595E-01 -3.1773E-01 -3.6507E-02  1.5348E-01 -1.2085E+00 -5.4817E-01 -4.6439E-01  7.7530E-01 -1.0907E+00  6.1836E-01  9.7285E-01  3.0731E-02 -4.2680E-01  1.7330E-01 -8.0659E-01  1.4080E-01 -4.5431E-01 -7.7793E-01 -5.5827E-01 -8.2622E-01 -1.2045E+00 -6.0860E-01  6.8041E-02 -2.1284E-01 -7.4137E-02  5.4287E-01 -8.0746E-02  7.8025E-02 -4.7343E-01 -6.1797E-01 -2.1487E-01  1.5490E+00 -1.1570E+00 -6.4964E-01 -1.4991E+00  4.7123E-01 -1.3455E+00  3.5593E-01 -1.1534E+00 -3.4609E-01  7.6685E-01  7.7883E-01 -1.8853E-01  2.8850E-01 -4.7065E-01 -1.0460E+00 -2.9598E-01  3.3150E-01 -6.1779E-01  8.4349E-01  1.9006E-01 -5.5835E-02  1.6869E-01 -5.1696E-01 -1.2335E-01 -2.3867E-02  9.6580E-01 -5.0106E-01  4.5195E-01 -1.2076E+00 -1.0434E+00 -5.2836E-01  1.6088E-01 -1.0210E+00  2.2313E-01 -1.0474E+00  2.3509E-01 -1.2356E+00 -4.5390E-01  1.8319E-01  1.4751E+00  4.9245E-01 -6.7781E-01  4.0331E-01  8.5454E-01 -5.1522E-02 -7.8827E-01 -7.1832E-01 -7.3961E-01 -1.0417E+00  2.1766E-01 -7.1521E-01
        1.75 -1.1413E-01  1.0747E-01 -9.7265E-01  4.8876E-01  7.8874E-01 -4.2470E-01  5.7130E-01 -9.7344E-02 -3.2829E-02  1.4811E-03 -2.9765E-01 -8.3494E-01 -4.8449E-01  4.4754E-01 -1.2337E+00 -8.3848E-01  3.6946E-01 -1.0874E-01  8.9825E-01  5.7604E-01  7.1589E-02 -3.9834E-02 -1.7338E+00  1.0504E-01  7.2899E-01  9.0498E-02  4.7505E-01  3.5659E-01 -1.4037E-01 -4.2319E-01 -1.2010E+00 -6.4170E-01 -3.7701E-01  1.6226E+00 -1.7922E-01 -1.9095E+00 -6.9842E-01 -1.3065E+00 -3.3046E-01  7.5338E-01  5.7102E-01  2.9950E-01 -5.4895E-01  6.0414E-02 -5.1325E-01 -1.0873E+00 -3.1407E-01  2.2709E-01  4.8101E-01 -7.0887E-01  6.2076E-04  1.6105E-02 -1.7515E+00  7.3259E-01 -3.2535E-01 -5.8182E-01 -1.6829E-01  1.1760E+00 -8.7624E-02  4.2022E-01 -9.6926E-01  4.3023E-01  1.2295E+00 -7.0235E-01  7.2404E-01 -1.8248E-01 -1.4485E-01 -9.5838E-01  2.3486E-01 -3.9645E-01 -2.9026E-02  2.0367E-01 -1.2181E+00 -5.5560E-01 -5.3822E-01  8.3522E-01 -1.1395E+00  6.5100E-01  1.0039E+00 -3.5983E-02 -3.7336E-01  1.6061E-01 -8.7725E-01  1.3933E-01 -4.7161E-01 -7.3808E-01 -5.2734E-01 -8.5577E-01 -1.1607E+00 -6.7124E-01  1.2422E-01 -2.1610E-01 -2.0547E-02  5.0681E-01 -1.4602E-01  1.0017E-01 -4.9305E-01 -6.1040E-01 -2.4580E-01  1.6033E+00 -1.2383E+00 -6.3738E-01 -1.5775E+00  4.5545E-01 -1.4007E+00  4.1864E-01 -1.1448E+00 -2.9388E-01  7.5688E-01  8.8217E-01 -1.7729E-01  3.1624E-01 -4.6407E-01 -1.0118E+00 -2.4124E-01  2.8147E-01 -6.2628E-01  8.2188E-01  2.3349E-01  1.5987E-02  1.8871E-01 -5.8296E-01 -8.2999E-02 -1.2261E-02  9.6121E-01 -5.1148E-01  5.3578E-01 -1.1970E+00 -1.0516E+00 -6.3717E-01  1.9537E-01 -1.0071E+00  2.8646E-01 -1.0115E+00  2.4436E-01 -1.2087E+00 -3.6508E-01  2.0412E-01  1.4863E+00  5.2903E-01 -6.5102E-01  3.6490E-01  9.7402E-01  1.6283E-02 -8.5472E-01 -6.9752E-01 -8.1085E-01 -1.1255E+00  2.6461E-01 -6.7990E-01
        1.86 -1.0686E-01  1.2278E-01 -9.8348E-01  5.4892E-01  8.5121E-01 -4.1213E-01  5.5972E-01 -9.2375E-02 -3.7775E-02  4.4238E-02 -2.4018E-01 -9.1639E-01 -4.6079E-01  4.1064E-01 -1.2266E+00 -8.4477E-01  4.6158E-01 -2.7380E-02  8.6066E-01  5.7708E-01  6.6791E-02 -1.1444E-02 -1.8232E+00  9.0946E-02  7.5833E-01  3.2172E-02  5.2722E-01  3.4265E-01 -2.0992E-01 -3.9023E-01 -1.3096E+00 -6.9178E-01 -3.6750E-01  1.6548E+00 -1.6527E-01 -1.9486E+00 -7.5669E-01 -1.3642E+00 -2.9085E-01  7.4098E-01  6.3576E-01  2.6797E-01 -4.9901E-01  7.6273E-02 -5.3106E-01 -1.0632E+00 -2.7122E-01  2.6435E-01  5.4521E-01 -8.1677E-01  7.4965E-02 -1.0845E-02 -1.8828E+00  7.8399E-01 -4.2480E-01 -5.6721E-01 -1.4164E-01  1.2128E+00 -1.4168E-01  4.7994E-01 -9.7548E-01  4.7323E-01  1.2606E+00 -7.0873E-01  6.9514E-01 -1.3049E-01 -1.6478E-01 -8.9288E-01  2.1828E-01 -4.7389E-01 -2.4281E-02  2.4921E-01 -1.2206E+00 -5.6513E-01 -6.0762E-01  8.9258E-01 -1.1862E+00  6.8097E-01  1.0287E+00 -1.0251E-01 -3.1681E-01  1.4877E-01 -9.4536E-01  1.3581E-01 -4.8985E-01 -6.9368E-01 -4.8881E-01 -8.8197E-01 -1.1121E+00 -7.2953E-01  1.8275E-01 -2.2108E-01  2.9898E-02  4.7711E-01 -2.0607E-01  9.8250E-02 -5.0253E-01 -6.0025E-01 -2.7383E-01  1.6554E+00 -1.3182E+00 -6.2463E-01 -1.6539E+00  4.3855E-01 -1.4542E+00  4.7810E-01 -1.1310E+00 -2.3958E-01  7.4442E-01  9.8087E-01 -1.6533E-01  3.4120E-01 -4.5588E-01 -9.7268E-01 -1.8730E-01  2.2660E-01 -6.3306E-01  7.9510E-01  2.7410E-01  8.6740E-02  2.0821E-01 -6.4809E-01 -4.1646E-02 -6.0975E-04  9.5233E-01 -5.2073E-01  6.1773E-01 -1.1837E+00 -1.0573E+00 -7.4336E-01  2.2786E-01 -9.8837E-01  3.4274E-01 -9.6580E-01  2.4558E-01 -1.1519E+00 -2.6678E-01  2.2721E-01  1.4945E+00  5.6437E-01 -6.2296E-01  3.2714E-01  1.0890E+00  8.1888E-02 -9.1916E-01 -6.7596E-01 -8.7646E-01 -1.2052E+00  3.0898E-01 -6.4301E-01
        1.97 -1.0056E-01  1.3600E-01 -9.8817E-01  6.0837E-01  9.1117E-01 -3.9631E-01  5.4129E-01 -9.2248E-02 -3.9671E-02  8.6350E-02 -1.8195E-01 -9.9301E-01 -4.3614E-01  3.7076E-01 -1.2148E+00 -8.4629E-01  5.5299E-01  5.0739E-02  8.1840E-01  5.7299E-01  6.1723E-02  1.6467E-02 -1.9087E+00  7.6151E-02  7.8540E-01 -2.7002E-02  5.7331E-01  3.2707E-01 -2.7947E-01 -3.5267E-01 -1.4116E+00 -7.3858E-01 -3.6254E-01  1.6857E+00 -1.5135E-01 -1.9865E+00 -8.1354E-01 -1.4169E+00 -2.5232E-01  7.2842E-01  6.9552E-01  2.2992E-01 -4.4594E-01  9.0036E-02 -5.4782E-01 -1.0489E+00 -2.2453E-01  2.9074E-01  6.0210E-01 -9.2218E-01  1.4856E-01 -3.7934E-02 -2.0117E+00  8.3338E-01 -5.3229E-01 -5.5554E-01 -1.3343E-01  1.2456E+00 -1.9542E-01  5.3691E-01 -9.8070E-01  5.1518E-01  1.2895E+00 -7.1338E-01  6.6173E-01 -7.9385E-02 -1.8098E-01 -8.2406E-01  1.9631E-01 -5.5053E-01 -2.2064E-02  2.9035E-01 -1.2174E+00 -5.7581E-01 -6.7526E-01  9.4756E-01 -1.2309E+00  7.0843E-01  1.0473E+00 -1.6874E-01 -2.5796E-01  1.3890E-01 -1.0087E+00  1.3087E-01 -5.0848E-01 -6.4287E-01 -4.3805E-01 -9.0609E-01 -1.0586E+00 -7.8451E-01  2.4586E-01 -2.2701E-01  7.6487E-02  4.4929E-01 -2.5890E-01  8.2430E-02 -5.0427E-01 -5.8653E-01 -2.9240E-01  1.7056E+00 -1.3969E+00 -6.1144E-01 -1.7285E+00  4.2063E-01 -1.5059E+00  5.3417E-01 -1.1118E+00 -1.8275E-01  7.2962E-01  1.0753E+00 -1.5307E-01  3.6321E-01 -4.4586E-01 -9.2888E-01 -1.3495E-01  1.6721E-01 -6.3829E-01  7.6429E-01  3.1290E-01  1.5537E-01  2.2686E-01 -7.1266E-01  6.2222E-04  1.1081E-02  9.3940E-01 -5.2877E-01  6.9782E-01 -1.1680E+00 -1.0607E+00 -8.4687E-01  2.5809E-01 -9.6546E-01  3.9214E-01 -9.1408E-01  2.3811E-01 -1.0415E+00 -1.8399E-01  2.7410E-01  1.4998E+00  5.9853E-01 -5.9378E-01  2.8987E-01  1.2000E+00  1.4542E-01 -9.8215E-01 -6.5384E-01 -9.3641E-01 -1.2812E+00  3.5088E-01 -6.0497E-01
        2.08 -9.5027E-02  1.4682E-01 -9.8661E-01  6.6687E-01  9.6926E-01 -3.7695E-01  5.1649E-01 -9.7598E-02 -4.0299E-02  1.2703E-01 -1.2305E-01 -1.0643E+00 -4.1028E-01  3.2801E-01 -1.1983E+00 -8.4092E-01  6.4388E-01  1.2277E-01  7.7178E-01  5.6362E-01  5.7887E-02  4.3919E-02 -1.9907E+00  6.0836E-02  8.1015E-01 -8.6641E-02  6.1410E-01  3.1018E-01 -3.4811E-01 -3.1056E-01 -1.5076E+00 -7.8330E-01 -3.5982E-01  1.7155E+00 -1.3747E-01 -2.0232E+00 -8.6882E-01 -1.4651E+00 -2.1458E-01  7.1554E-01  7.4899E-01  1.8614E-01 -3.8950E-01  1.0147E-01 -5.6355E-01 -1.0156E+00 -1.4907E-01  3.0569E-01  6.5100E-01 -1.0243E+00  2.2095E-01 -6.5091E-02 -2.1386E+00  8.8106E-01 -6.3583E-01 -5.4616E-01 -1.4503E-01  1.2749E+00 -2.4890E-01  5.9142E-01 -9.8497E-01  5.5610E-01  1.3161E+00 -7.1689E-01  6.2386E-01 -2.8640E-02 -1.9450E-01 -7.5290E-01  1.6940E-01 -6.2715E-01 -2.2302E-02  3.2731E-01 -1.2080E+00 -5.8741E-01 -7.4287E-01  1.0003E+00 -1.2736E+00  7.3351E-01  1.0598E+00 -2.3456E-01 -1.9751E-01  1.3053E-01 -1.0660E+00  1.2415E-01 -5.2519E-01 -5.8065E-01 -3.5852E-01 -9.2892E-01 -9.9994E-01 -8.3677E-01  3.1788E-01 -2.3441E-01  1.1714E-01  4.1939E-01 -3.0431E-01  5.7419E-02 -5.0704E-01 -5.7082E-01 -3.0435E-01  1.7538E+00 -1.4744E+00 -5.9785E-01 -1.8013E+00  4.0179E-01 -1.5561E+00  5.8657E-01 -1.0875E+00 -1.2288E-01  7.1270E-01  1.1656E+00 -1.4084E-01  3.8227E-01 -4.3399E-01 -8.8065E-01 -8.5126E-02  1.0406E-01 -6.4212E-01  7.3033E-01  3.5076E-01  2.2080E-01  2.4460E-01 -7.7697E-01  4.3718E-02  2.2794E-02  9.2264E-01 -5.3556E-01  7.7606E-01 -1.1502E+00 -1.0620E+00 -9.4788E-01  2.8593E-01 -9.3905E-01  4.3900E-01 -8.5999E-01  2.2336E-01 -9.7958E-01 -2.0581E-01  3.4725E-01  1.5024E+00  6.3152E-01 -5.6360E-01  2.5301E-01  1.3073E+00  2.0705E-01 -1.0442E+00 -6.3140E-01 -9.9020E-01 -1.3537E+00  3.9042E-01 -5.6604E-01
        2.19 -9.0073E-02  1.5495E-01 -9.7892E-01  7.2382E-01  1.0260E+00 -3.5406E-01  4.8556E-01 -1.0910E-01 -4.0156E-02  1.6542E-01 -6.3542E-02 -1.1299E+00 -3.8283E-01  2.8240E-01 -1.1769E+00 -8.2825E-01  7.3041E-01  1.8689E-01  7.2137E-01  5.4944E-01  5.6427E-02  7.0932E-02 -2.0696E+00  4.5149E-02  8.3263E-01 -1.4661E-01  6.5022E-01  2.9237E-01 -4.1491E-01 -2.6392E-01 -1.5985E+00 -8.2638E-01 -3.5843E-01  1.7443E+00 -1.2364E-01 -2.0587E+00 -9.2253E-01 -1.5095E+00 -1.7748E-01  7.0170E-01  7.9567E-01  1.3832E-01 -3.2947E-01  1.1017E-01 -5.7838E-01 -9.5967E-01 -8.2803E-02  3.2881E-01  6.9363E-01 -1.1220E+00  2.9080E-01 -9.2271E-02 -2.2636E+00  9.2729E-01 -7.2942E-01 -5.3695E-01 -1.6879E-01  1.3011E+00 -3.0220E-01  6.4368E-01 -9.8831E-01  5.9595E-01  1.3405E+00 -7.1953E-01  5.8217E-01  2.2134E-02 -2.0640E-01 -6.7964E-01  1.3798E-01 -7.0537E-01 -2.5229E-02  3.6017E-01 -1.1921E+00 -5.9997E-01 -8.1241E-01  1.0508E+00 -1.3143E+00  7.5630E-01  1.0665E+00 -2.9994E-01 -1.3600E-01  1.2326E-01 -1.1172E+00  1.1560E-01 -4.1993E-01 -5.6780E-01 -1.8757E-01 -9.5120E-01 -9.3567E-01 -8.8664E-01  4.0117E-01 -2.4748E-01  1.4376E-01  3.8503E-01 -3.4021E-01  2.8229E-02 -5.4396E-01 -5.3966E-01 -3.3018E-01  1.8002E+00 -1.5507E+00 -5.8388E-01 -1.8725E+00  3.8212E-01 -1.6047E+00  6.3498E-01 -1.0584E+00 -5.9698E-02  6.9397E-01  1.2520E+00 -1.2881E-01  3.9842E-01 -4.2041E-01 -8.2811E-01 -3.8711E-02  3.8456E-02 -6.4452E-01  6.9380E-01  3.8794E-01  2.8202E-01  2.6188E-01 -8.4099E-01  8.7376E-02  3.4481E-02  9.0216E-01 -5.4111E-01  8.5244E-01 -1.1303E+00 -1.0612E+00 -1.0466E+00  3.1135E-01 -9.0968E-01  4.8324E-01 -8.0526E-01  2.0341E-01 -9.7475E-01 -1.9463E-01  3.7667E-01  1.5023E+00  6.6337E-01 -5.3253E-01  2.1650E-01  1.4112E+00  2.6698E-01 -1.1056E+00 -6.0897E-01 -1.0366E+00 -1.4229E+00  4.2772E-01 -5.2646E-01
